,page_path,inner_text,attr_class,attr_url
16,/para-voce/produtos-e-servicos/combos/combos,Assine já,btn-orange   btn-full btn-assign,https://compre.vivo.com.br/assine/vivototal/consulta?productIds=5
17,/para-voce/produtos-e-servicos/combos/combos,Assine já,btn-orange   btn-full btn-assign,https://compre.vivo.com.br/assine/vivototal/consulta?productIds=6
18,/para-voce/produtos-e-servicos/combos/combos,Assine já,btn-orange   btn-full btn-assign,https://compre.vivo.com.br/assine/vivototal/consulta?productIds=7
19,/para-voce/produtos-e-servicos/combos/combos,Assine já,btn-orange hide-mobile,https://lojaonline.vivo.com.br/monte-seu-combo/disponibilidade?typecode=CHECKOUT&partnerCode=PortalVivo&productId=9-CAZF221&productId=9-CB0EX9F&productId=9-8T3W3S1
20,/para-voce/produtos-e-servicos/combos/combos,Assine já,btn-orange hide-desktop,https://lojaonline.vivo.com.br/monte-seu-combo/disponibilidade?typecode=CHECKOUT&partnerCode=PortalVivo&productId=9-CAZF221&productId=9-CB0EX9F&productId=9-8T3W3S1
21,/para-voce/produtos-e-servicos/combos/combos,Assine já,btn-orange hide-mobile,https://lojaonline.vivo.com.br/monte-seu-combo/disponibilidade?typecode=CHECKOUT&partnerCode=PortalVivo&productId=9-CAZF221&productId=9-CB0DV9O&productId=9-8T3W3S1
22,/para-voce/produtos-e-servicos/combos/combos,Assine já,btn-orange hide-desktop,https://lojaonline.vivo.com.br/monte-seu-combo/disponibilidade?typecode=CHECKOUT&partnerCode=PortalVivo&productId=9-CAZF221&productId=9-CB0DV9O&productId=9-8T3W3S1
23,/para-voce/produtos-e-servicos/combos/combos,Assine já,btn-orange hide-mobile,https://lojaonline.vivo.com.br/monte-seu-combo/disponibilidade?typecode=CHECKOUT&partnerCode=PortalVivo&productId=9-CAZF221&productId=9-CB0DVB1&productId=9-8T3W3S1
24,/para-voce/produtos-e-servicos/combos/combos,Assine já,btn-orange hide-desktop,https://lojaonline.vivo.com.br/monte-seu-combo/disponibilidade?typecode=CHECKOUT&partnerCode=PortalVivo&productId=9-CAZF221&productId=9-CB0DVB1&productId=9-8T3W3S1
25,/para-voce/produtos-e-servicos/combos/combos,Assine já,btn-orange hide-mobile,https://lojaonline.vivo.com.br/monte-seu-combo/disponibilidade?typecode=CHECKOUT&partnerCode=PortalVivo&productId=9-CAZF221&productId=9-88GEE80&productId=9-8T3W3S1
26,/para-voce/produtos-e-servicos/combos/combos,Assine já,btn-orange hide-desktop,https://lojaonline.vivo.com.br/monte-seu-combo/disponibilidade?typecode=CHECKOUT&partnerCode=PortalVivo&productId=9-CAZF221&productId=9-88GEE80&productId=9-8T3W3S1
27,/para-voce/produtos-e-servicos/combos/combos,Assine já,btn-orange,https://lojaonline.vivo.com.br/monte-seu-combo/disponibilidade?typecode=CHECKOUT&partnerCode=PortalVivo&productId=9-8SZRJJP&productId=9-88GEE80&productId=9-8T3W3S1
28,/para-voce/produtos-e-servicos/combos/vivo-total,Assine já,btn-orange   btn-full btn-assign,https://compre.vivo.com.br/assine/vivototal/consulta?productIds=1&promotion=regional_red
29,/para-voce/produtos-e-servicos/combos/vivo-total,Assine já,btn-orange   btn-full btn-assign,https://compre.vivo.com.br/assine/vivototal/consulta?productIds=2&promotion=regional
30,/para-voce/produtos-e-servicos/combos/vivo-total,Assine já,btn-orange   btn-full btn-assign,https://compre.vivo.com.br/assine/vivototal/consulta?productIds=3&promotion=regional_red
31,/para-voce/produtos-e-servicos/combos/vivo-total,Assine já,btn-orange   btn-full btn-assign,https://compre.vivo.com.br/assine/vivototal/consulta?productIds=4
32,/para-voce/produtos-e-servicos/combos/vivo-total,Assine já,btn-orange   btn-full btn-assign,https://compre.vivo.com.br/assine/vivototal/consulta?productIds=5
33,/para-voce/produtos-e-servicos/combos/vivo-total,Assine já,btn-orange   btn-full btn-assign,https://compre.vivo.com.br/assine/vivototal/consulta?productIds=6
34,/para-voce/produtos-e-servicos/combos/vivo-total,Assine já,btn-orange   btn-full btn-assign,https://compre.vivo.com.br/assine/vivototal/consulta?productIds=7
35,/para-voce/produtos-e-servicos/combos/vivo-total,Assine já,btn-orange   btn-full btn-assign,https://compre.vivo.com.br/assine/vivototal/consulta?ProductIds=30&promotion=regional_red
36,/para-voce/produtos-e-servicos/combos/vivo-total,Assine já,btn-orange   btn-full btn-assign,https://compre.vivo.com.br/assine/vivototal/consulta?ProductIds=31&promotion=regional
37,/para-voce/produtos-e-servicos/combos/vivo-total,Assine já,btn-orange   btn-full btn-assign,https://compre.vivo.com.br/assine/vivototal/consulta?ProductIds=32&promotion=regional_red
38,/para-voce/produtos-e-servicos/combos/vivo-total,Assine já,btn-orange   btn-full btn-assign,https://compre.vivo.com.br/assine/vivototal/consulta?ProductIds=33
39,/para-voce/produtos-e-servicos/combos/vivo-total,Assine já,btn-orange   btn-full btn-assign,https://compre.vivo.com.br/assine/vivototal/consulta?ProductIds=34
40,/para-voce/produtos-e-servicos/combos/vivo-total,Assine já,btn-orange   btn-full btn-assign,https://compre.vivo.com.br/assine/vivototal/consulta?ProductIds=35
41,/para-voce/produtos-e-servicos/combos/vivo-total,Assine já,btn-orange   btn-full btn-assign,https://compre.vivo.com.br/assine/vivototal/consulta?ProductIds=36
42,/para-voce/produtos-e-servicos/combos/vivo-total,Assine já,btn-orange   btn-full btn-assign,"https://compre.vivo.com.br/assine/vivototal/consulta?productIds=1,12&promotion=regional_red"
43,/para-voce/produtos-e-servicos/combos/vivo-total,Assine já,btn-orange   btn-full btn-assign,"https://compre.vivo.com.br/assine/vivototal/consulta?productIds=2,12&promotion=regional"
44,/para-voce/produtos-e-servicos/combos/vivo-total,Assine já,btn-orange   btn-full btn-assign,"https://compre.vivo.com.br/assine/vivototal/consulta?productIds=3,12&promotion=regional_red"
45,/para-voce/produtos-e-servicos/combos/vivo-total,Assine já,btn-orange   btn-full btn-assign,"https://compre.vivo.com.br/assine/vivototal/consulta?ProductIds=4,12"
46,/para-voce/produtos-e-servicos/combos/vivo-total,Assine já,btn-orange   btn-full btn-assign,"https://compre.vivo.com.br/assine/vivototal/consulta?ProductIds=5,12"
47,/para-voce/produtos-e-servicos/combos/vivo-total,Assine já,btn-orange   btn-full btn-assign,"https://compre.vivo.com.br/assine/vivototal/consulta?ProductIds=6,12"
48,/para-voce/produtos-e-servicos/combos/vivo-total,Assine já,btn-orange   btn-full btn-assign,"https://compre.vivo.com.br/assine/vivototal/consulta?ProductIds=7,12"
49,/para-voce/produtos-e-servicos/para-casa/internet,Assine já,btn-orange,https://lojaonline.vivo.com.br/monte-seu-combo/disponibilidade?typecode=CHECKOUT&partnerCode=PortalVivo&productId=9-CAZF221&productId=9-8T3W3S1
50,/para-voce/produtos-e-servicos/para-casa/internet,Assine já,btn-orange,https://lojaonline.vivo.com.br/monte-seu-combo/disponibilidade?typecode=CHECKOUT&partnerCode=PortalVivo&productId=9-8SZRJJP&productId=9-8T3W3S1
51,/para-voce/produtos-e-servicos/para-casa/internet,Monte Já,btn-orange hide-mobile,https://lojaonline.vivo.com.br/disponibilidade/consultar-endereco
52,/para-voce/produtos-e-servicos/para-casa/internet,Monte Já,btn-orange hide-desktop,https://lojaonline.vivo.com.br/disponibilidade/consultar-endereco
53,/para-voce/produtos-e-servicos/para-casa/internet,Assine já,btn-orange,https://lojaonline.vivo.com.br/monte-seu-combo/disponibilidade?typecode=CHECKOUT&partnerCode=PortalVivo&productId=9-CAZF221&productId=9-8T3W3S1&productId=9-1T2K89H
54,/para-voce/produtos-e-servicos/para-casa/internet,Assine já,btn-orange,https://lojaonline.vivo.com.br/monte-seu-combo/disponibilidade?typecode=CHECKOUT&partnerCode=PortalVivo&productId=9-8SZRJJP&productId=9-8T3W3S1&productId=9-1T2K89H
55,/para-voce/produtos-e-servicos/para-casa/internet,Assine já,btn-orange hide-mobile,http://compre.vivo.com.br/assine/Carrinho/Cadastro?monte=1&lpRedirect=true&ofertaInternet=41&canaisadicionais=53&itensadicionais=11&promo=nacional_red
56,/para-voce/produtos-e-servicos/para-casa/internet,Assine já,btn-orange hide-desktop,http://compre.vivo.com.br/assine/Carrinho/Cadastro?monte=1&lpRedirect=true&ofertaInternet=41&canaisadicionais=53&itensadicionais=11&lpmobile=true&promo=nacional_red
57,/para-voce/produtos-e-servicos/para-casa/internet,Assine já,btn-orange hide-mobile,http://compre.vivo.com.br/assine/Carrinho/Cadastro?monte=1&lpRedirect=true&ofertaInternet=55&canaisadicionais=53&itensadicionais=11&promo=nacional_red
58,/para-voce/produtos-e-servicos/para-casa/internet,Assine já,btn-orange hide-desktop,http://compre.vivo.com.br/assine/Carrinho/Cadastro?monte=1&lpRedirect=true&ofertaInternet=55&canaisadicionais=53&itensadicionais=11&lpmobile=true&promo=nacional_red
59,/para-voce/produtos-e-servicos/para-casa/internet,Monte Já,btn-orange hide-desktop,https://lojaonline.vivo.com.br/monte-seu-combo/disponibilidade
60,/para-voce/produtos-e-servicos/para-casa/internet,Assine já,btn-orange,https://lojaonline.vivo.com.br/monte-seu-combo/disponibilidade?typecode=CHECKOUT&partnerCode=PortalVivo&productId=9-CAZF221&productId=9-92TVJSI&productId=9-8T3W3S1
61,/para-voce/produtos-e-servicos/para-casa/internet,Assine já,btn-orange,https://lojaonline.vivo.com.br/monte-seu-combo/disponibilidade?typecode=CHECKOUT&partnerCode=PortalVivo&productId=9-8SZRJJP&productId=9-92TVJSI&productId=9-8T3W3S1
62,/para-voce/produtos-e-servicos/para-casa/internet,Assine já,btn-orange,https://lojaonline.vivo.com.br/monte-seu-combo/disponibilidade?typecode=CHECKOUT&partnerCode=PortalVivo&productId=9-CAZF221&productId=9-92VURU3&productId=9-8T3W3S1
63,/para-voce/produtos-e-servicos/para-casa/internet,Assine já,btn-orange,https://lojaonline.vivo.com.br/monte-seu-combo/disponibilidade?typecode=CHECKOUT&partnerCode=PortalVivo&productId=9-8SZRJJP&productId=9-92VURU3&productId=9-8T3W3S1
64,/para-voce/produtos-e-servicos/para-casa/internet,Assine já,btn-orange hide-mobile,http://compre.vivo.com.br/assine/Carrinho/Cadastro?monte=1&lpRedirect=true&ofertaInternet=41&canaisadicionais=75&itensadicionais=11&promo=nacional_red
65,/para-voce/produtos-e-servicos/para-casa/internet,Assine já,btn-orange hide-desktop,http://compre.vivo.com.br/assine/Carrinho/Cadastro?monte=1&lpmobile=true&lpRedirect=true&ofertaInternet=41&canaisadicionais=75&itensadicionais=11&promo=nacional_red
66,/para-voce/produtos-e-servicos/para-casa/internet,Assine já,btn-orange hide-mobile,http://compre.vivo.com.br/assine/Carrinho/Cadastro?monte=1&lpRedirect=true&ofertaInternet=55&canaisadicionais=75&itensadicionais=11&promo=nacional_red
67,/para-voce/produtos-e-servicos/para-casa/internet,Assine já,btn-orange hide-desktop,http://compre.vivo.com.br/assine/Carrinho/Cadastro?monte=1&lpmobile=true&lpRedirect=true&ofertaInternet=55&canaisadicionais=75&promo=nacional_red
68,/para-voce/produtos-e-servicos/para-casa/tv,Assine já,btn-orange,https://www.vivo.com.br/para-voce/produtos-e-servicos/combos/combos#planos
69,/para-voce/produtos-e-servicos/para-casa/tv,Contratar,btn-orange   js-button,https://sslplataformavivol.clientes.ananke.com.br/cismp/asb_api/asb_chat/form-disponibilidade.html
70,/para-voce/produtos-e-servicos/para-casa/telefone-fixo,Assine já,btn-orange,https://lojaonline.vivo.com.br/monte-seu-combo/disponibilidade?typecode=CHECKOUT&partnerCode=PortalVivo&productId=9-88GEE80
71,/para-voce/produtos-e-servicos/para-o-celular/planos-pos-pago,Assine já,btn-orange,https://lojaonline.vivo.com.br/checkout-express/selecao?site=vivo&plan=PLPOSAMAZON_NFCB&id_origem_vivo=b2c-movel_portal-pos_cta_hub&origin=b2c-movel_portal-pos_cta_hub
72,/para-voce/produtos-e-servicos/para-o-celular/planos-pos-pago,Assine já,btn-orange,https://lojaonline.vivo.com.br/checkout-express/selecao?site=vivo&plan=PLPOSGLOBO_NFCB&id_origem_vivo=b2c-movel_portal-pos_cta_hub&origin=b2c-movel_portal-pos_cta_hub
73,/para-voce/produtos-e-servicos/para-o-celular/planos-pos-pago,Assine já,btn-orange,https://lojaonline.vivo.com.br/checkout-express/selecao?site=vivo&plan=PLPOSSPOTI_NFCB&id_origem_vivo=b2c-movel_portal-pos_cta_hub&origin=b2c-movel_portal-pos_cta_hub
74,/para-voce/produtos-e-servicos/para-o-celular/planos-pos-pago,Assine já,btn-orange,https://lojaonline.vivo.com.br/checkout-express/selecao?site=vivo&plan=PLPOSNETFL_NFCB&id_origem_vivo=b2c-movel_portal-pos_cta_hub&origin=b2c-movel_portal-pos_cta_hub
75,/para-voce/produtos-e-servicos/para-o-celular/planos-pos-pago,Assine já,btn-orange,https://lojaonline.vivo.com.br/checkout-express/selecao?site=vivo&plan=PLPOSDISNEY_NFCB&id_origem_vivo=b2c-movel_portal-pos_cta_hub&origin=b2c-movel_portal-pos_cta_hub
76,/para-voce/produtos-e-servicos/para-o-celular/planos-pos-pago,Assine já,btn-orange,https://lojaonline.vivo.com.br/checkout-express/selecao?site=vivo&plan=PLPOSTELEC_NFCB&id_origem_vivo=b2c-movel_portal-pos_cta_hub&origin=b2c-movel_portal-pos_cta_hub
77,/para-voce/produtos-e-servicos/para-o-celular/planos-pos-pago,Assine já,btn-orange,https://lojaonline.vivo.com.br/checkout-express/selecao?site=vivo&plan=PLPOSPREMI_NFCB&id_origem_vivo=b2c-movel_portal-pos_cta_hub&origin=b2c-movel_portal-pos_cta_hub
78,/para-voce/produtos-e-servicos/para-o-celular/planos-pos-pago,Assine já,btn-orange,https://lojaonline.vivo.com.br/checkout-express/selecao?site=vivo&plan=PLIND12GB2019FCB&id_origem_vivo=b2c-movel_portal-pos_cta_hub&origin=b2c-movel_portal-pos_cta_hub
79,/para-voce/produtos-e-servicos/para-o-celular/planos-pos-pago,Assine já,btn-orange,http://carrinho-pos-familia.vivo.com.br/?tipoOferta=pos&sku=VPOSF25DN&id_origem_vivo=b2c-movel_portal-pos_cta_hub&origin=b2c-movel_portal-pos_cta_hub
80,/para-voce/produtos-e-servicos/para-o-celular/planos-pos-pago,Assine já,btn-orange,http://carrinho-pos-familia.vivo.com.br/?tipoOferta=pos&sku=VPOSF22DN&id_origem_vivo=b2c-movel_portal-pos_cta_hub&origin=b2c-movel_portal-pos_cta_hub
81,/para-voce/produtos-e-servicos/para-o-celular/planos-pos-pago,Assine já,btn-orange,http://carrinho-pos-familia.vivo.com.br/?tipoOferta=pos&sku=VPOSF23DN&id_origem_vivo=b2c-movel_portal-pos_cta_hub&origin=b2c-movel_portal-pos_cta_hub
82,/para-voce/produtos-e-servicos/para-o-celular/planos-pos-pago,Assine já,btn-orange,http://carrinho-pos-familia.vivo.com.br/?tipoOferta=pos&sku=VPOSF24DN&id_origem_vivo=b2c-movel_portal-pos_cta_hub&origin=b2c-movel_portal-pos_cta_hub
83,/para-voce/produtos-e-servicos/para-o-celular/vivo-controle,Contratar,btn-orange,https://lojaonline.vivo.com.br/checkout-express/selecao?site=vivo&plan=44640499&id_origem_vivo=b2c-movel_portal-controle_card_intermed&origin=b2c-movel_portal-controle_card_intermed&packages=DOUBLEREDESSOCIAIS
84,/para-voce/produtos-e-servicos/para-o-celular/vivo-controle,Contratar,btn-orange,https://lojaonline.vivo.com.br/checkout-express/selecao?site=vivo&plan=44640509&id_origem_vivo=b2c-movel_portal-controle_card_intermed&origin=b2c-movel_portal-controle_card_intermed&packages=DOUBLEREDESSOCIAIS
85,/para-voce/produtos-e-servicos/para-o-celular/vivo-controle,Contratar,btn-orange,https://lojaonline.vivo.com.br/checkout-express/selecao?site=vivo&plan=44640529&id_origem_vivo=b2c-movel_portal-controle_card_intermed&origin=b2c-movel_portal-controle_card_intermed&packages=DOUBLEREDESSOCIAIS
86,/para-voce/produtos-e-servicos/para-o-celular/vivo-controle,Contratar,btn-orange,https://lojaonline.vivo.com.br/checkout-express/selecao?site=vivo&plan=44640549&id_origem_vivo=b2c-movel_portal-controle_card_intermed&origin=b2c-movel_portal-controle_card_intermed&packages=DOUBLEREDESSOCIAIS
87,/para-voce/produtos-e-servicos/para-o-celular/vivo-controle,Contratar,btn-orange,https://lojaonline.vivo.com.br/checkout-express/selecao?site=vivo&plan=44640559&id_origem_vivo=b2c-movel_portal-controle_card_intermed&origin=b2c-movel_portal-controle_card_intermed&packages=DOUBLEREDESSOCIAIS
88,/para-voce/produtos-e-servicos/para-o-celular/vivo-easy,Ver oferta,btn-small btn-orange   js-button,https://www.vivo.com.br/para-voce/produtos-e-servicos/para-o-celular/vivo-easy#planos-prime
89,/para-voce/produtos-e-servicos/para-o-celular/vivo-easy,Aproveite,btn-orange hide-mobile,https://www.vivo.com.br/para-voce/produtos-e-servicos/para-o-celular/vivo-easy#promo
90,/para-voce/produtos-e-servicos/para-o-celular/vivo-easy,Aproveite,btn-orange hide-desktop,https://app.adjust.com/vbx6dkz_v4zmfsb?engagement_type=fallback_click
91,/para-voce/produtos-e-servicos/para-o-celular/vivo-easy,Ver os planos,btn-orange   js-button,https://www.vivo.com.br/para-voce/produtos-e-servicos/para-o-celular/vivo-easy#planos-easy
92,/para-voce/produtos-e-servicos/para-o-celular/vivo-easy,Ver os Planos,btn-orange   js-button,https://www.vivo.com.br/para-voce/produtos-e-servicos/para-o-celular/vivo-easy#planos-prime
93,/para-voce/produtos-e-servicos/para-o-celular/pre-pago/vivo-pre,Assine já,btn-orange,
